========== DATASET ==========
    Label    Count
    _____    _____

    akiec     327 
    bcc       514 
    bkl      1099 
    df        115 
    mel      1113 
    nv       6705 
    vasc      142 


Train: 8513 | Val: 1502

========== BUILDING NETWORK ==========
Feature layer: efficientnet-b0|model|head|MulLayer
✓ Network built!

========================================
TRAINING CONFIGURATION
========================================
Max Epochs: 75 (NO early stopping)
Initial LR: 0.0010
LR Schedule: Drop 50% every 20 epochs
Batch Size: 32
========================================

Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      59 |       15450 |       11:32:44 |      100.00% |       82.82% |       0.0139 |       0.8868 |          0.0003 |
|      59 |       15480 |       11:34:00 |      100.00% |       82.89% |       0.0079 |       0.9327 |          0.0003 |
|      59 |       15510 |       11:35:19 |      100.00% |       83.69% |       0.0143 |       0.9536 |          0.0003 |
|      59 |       15540 |       11:36:39 |      100.00% |       82.56% |       0.0051 |       0.9383 |          0.0003 |
|      59 |       15570 |       11:37:58 |      100.00% |       82.29% |       0.0041 |       0.9723 |          0.0003 |
|      59 |       15600 |       11:39:17 |      100.00% |       83.16% |       0.0013 |       0.9176 |          0.0003 |
|      59 |       15630 |       11:40:35 |       96.88% |       83.75% |       0.0248 |       0.9333 |          0.0003 |
|      59 |       15660 |       11:41:53 |      100.00% |       83.29% |       0.0006 |       0.9523 |          0.0003 |
|      59 |       15690 |       11:43:11 |      100.00% |       82.76% |       0.0083 |       0.9281 |          0.0003 |
|      60 |       15720 |       11:44:29 |      100.00% |       82.42% |       0.0134 |       0.8785 |          0.0003 |
|      60 |       15750 |       11:45:48 |      100.00% |       84.02% |       0.0133 |       0.8937 |          0.0003 |
|      60 |       15780 |       11:47:05 |      100.00% |       83.09% |       0.0068 |       0.9334 |          0.0003 |
|      60 |       15810 |       11:48:25 |      100.00% |       83.16% |       0.0029 |       0.8754 |          0.0003 |
|      60 |       15840 |       11:49:44 |      100.00% |       83.02% |       0.0059 |       0.9331 |          0.0003 |
|      60 |       15870 |       11:51:04 |      100.00% |       84.55% |       0.0036 |       0.8578 |          0.0003 |
|      60 |       15900 |       11:52:25 |      100.00% |       83.36% |       0.0135 |       0.8690 |          0.0003 |
|      60 |       15930 |       11:53:44 |      100.00% |       82.76% |       0.0050 |       0.9077 |          0.0003 |
|      60 |       15960 |       11:55:02 |      100.00% |       83.42% |       0.0040 |       0.9008 |          0.0003 |
|      61 |       15990 |       11:56:21 |      100.00% |       82.49% |       0.0028 |       0.9193 |          0.0001 |
|      61 |       16020 |       11:57:42 |      100.00% |       83.22% |       0.0016 |       0.8986 |          0.0001 |
|      61 |       16050 |       11:58:59 |      100.00% |       83.16% |       0.0020 |       0.8997 |          0.0001 |
|      61 |       16080 |       12:00:16 |      100.00% |       83.69% |       0.0217 |       0.9586 |          0.0001 |
|      61 |       16110 |       12:01:35 |      100.00% |       82.89% |       0.0098 |       0.9021 |          0.0001 |
|      61 |       16140 |       12:02:52 |      100.00% |       83.36% |       0.0026 |       0.8748 |          0.0001 |
|      61 |       16170 |       12:04:12 |       96.88% |       83.95% |       0.0632 |       0.8834 |          0.0001 |
|      61 |       16200 |       12:05:30 |      100.00% |       82.96% |       0.0026 |       0.8814 |          0.0001 |
|      62 |       16230 |       12:06:48 |      100.00% |       82.42% |       0.0021 |       0.8868 |          0.0001 |
|      62 |       16260 |       12:08:10 |      100.00% |       82.89% |       0.0114 |       0.8504 |          0.0001 |
|      62 |       16290 |       12:09:38 |      100.00% |       84.02% |       0.0014 |       0.8997 |          0.0001 |
|      62 |       16320 |       12:11:00 |      100.00% |       82.89% |       0.0015 |       0.9056 |          0.0001 |
|      62 |       16350 |       12:12:18 |       96.88% |       83.22% |       0.1168 |       0.8878 |          0.0001 |
|      62 |       16380 |       12:13:37 |      100.00% |       83.22% |       0.0044 |       0.9431 |          0.0001 |
|      62 |       16410 |       12:14:55 |      100.00% |       83.62% |       0.0023 |       0.9282 |          0.0001 |
|      62 |       16440 |       12:16:13 |      100.00% |       83.49% |       0.0049 |       0.8792 |          0.0001 |
|      62 |       16470 |       12:17:29 |       96.88% |       82.42% |       0.0926 |       0.8508 |          0.0001 |
|      63 |       16500 |       12:19:06 |      100.00% |       82.89% |       0.0210 |       0.8987 |          0.0001 |
|      63 |       16530 |       12:21:14 |      100.00% |       83.02% |       0.0087 |       0.9010 |          0.0001 |
|      63 |       16560 |       12:23:20 |       96.88% |       83.16% |       0.0505 |       0.9115 |          0.0001 |
|      63 |       16590 |       12:25:27 |      100.00% |       82.89% |       0.0082 |       0.9098 |          0.0001 |
|      63 |       16620 |       12:27:33 |      100.00% |       82.96% |       0.0030 |       0.8903 |          0.0001 |
|      63 |       16650 |       12:29:37 |      100.00% |       83.02% |       0.0140 |       0.9250 |          0.0001 |
|      63 |       16680 |       12:31:44 |       96.88% |       83.75% |       0.1353 |       0.9002 |          0.0001 |
|      63 |       16710 |       12:33:54 |      100.00% |       82.29% |       0.0076 |       0.8673 |          0.0001 |
|      63 |       16740 |       12:36:19 |      100.00% |       83.09% |       0.0013 |       0.9112 |          0.0001 |
|      64 |       16770 |       12:38:40 |      100.00% |       83.16% |       0.0060 |       0.9020 |          0.0001 |
|      64 |       16800 |       12:41:02 |      100.00% |       83.75% |       0.0139 |       0.8431 |          0.0001 |
|      64 |       16830 |       12:43:22 |      100.00% |       82.76% |       0.0065 |       0.9414 |          0.0001 |
|      64 |       16860 |       12:45:42 |      100.00% |       83.69% |       0.0031 |       0.8445 |          0.0001 |
|      64 |       16890 |       12:48:04 |      100.00% |       83.69% |       0.0137 |       0.8360 |          0.0001 |
|      64 |       16920 |       12:50:27 |       96.88% |       83.09% |       0.0566 |       0.9002 |          0.0001 |
|      64 |       16950 |       12:52:33 |      100.00% |       83.36% |       0.0096 |       0.8437 |          0.0001 |
|      64 |       16980 |       12:54:17 |      100.00% |       83.02% |       0.0191 |       0.9327 |          0.0001 |
|      64 |       17010 |       12:56:24 |      100.00% |       83.16% |       0.0021 |       0.8617 |          0.0001 |
|      65 |       17040 |       12:58:31 |      100.00% |       83.62% |       0.0026 |       0.8324 |          0.0001 |
|      65 |       17070 |       13:00:34 |      100.00% |       83.42% |       0.0024 |       0.9200 |          0.0001 |
|      65 |       17100 |       13:02:42 |      100.00% |       82.62% |       0.0109 |       0.8572 |          0.0001 |
|      65 |       17130 |       13:04:29 |      100.00% |       83.82% |       0.0113 |       0.8407 |          0.0001 |
|      65 |       17160 |       13:06:18 |      100.00% |       83.62% |       0.0253 |       0.8956 |          0.0001 |
|      65 |       17190 |       13:08:20 |      100.00% |       83.89% |       0.0004 |       0.8646 |          0.0001 |
|      65 |       17220 |       13:10:26 |      100.00% |       82.96% |       0.0119 |       0.8701 |          0.0001 |
|      65 |       17250 |       13:12:35 |      100.00% |       83.89% |       0.0277 |       0.8853 |          0.0001 |
|      65 |       17280 |       13:14:40 |      100.00% |       83.75% |       0.0004 |       0.8837 |          0.0001 |
|      66 |       17310 |       13:16:51 |      100.00% |       82.96% |       0.0090 |       0.8835 |          0.0001 |
|      66 |       17340 |       13:18:58 |      100.00% |       83.69% |       0.0013 |       0.8406 |          0.0001 |
|      66 |       17370 |       13:21:07 |      100.00% |       82.76% |       0.0245 |       0.8938 |          0.0001 |
|      66 |       17400 |       13:23:17 |      100.00% |       83.36% |       0.0057 |       0.8566 |          0.0001 |
Warning: Graphics timeout occurred. To share details of this issue with MathWorks technical support, please include that this is an uninitialized figure
communicator with your service request. 
> In nnet.internal.cnn.ui/TrainingPlotPresenterWithDialog/updateAxesEvery (line 222)
In nnet.internal.cnn.ui/TrainingPlotPresenterWithDialog/updatePlot (line 121)
In nnet.internal.cnn.ui/CLITrainingPlotter/updatePlot (line 60)
In nnet.internal.cnn.util/TrainingPlotReporter/reportIteration (line 57)
In nnet.internal.cnn.util/VectorReporter/computeAndReport (line 68)
In nnet.internal.cnn.util/VectorReporter/reportIteration (line 20)
In nnet.internal.cnn/Trainer/train (line 149)
In nnet.internal.cnn.trainNetwork.doTrainNetwork (line 108)
In trainNetwork (line 189)
In b0_am_1 (line 158) 
Warning: Graphics timeout occurred. To share details of this issue with MathWorks technical support, please include that this is an unresponsive graphics client
with your service request. 
> In nnet.internal.cnn.ui/TrainingPlotPresenterWithDialog/updateAxesEvery (line 222)
In nnet.internal.cnn.ui/TrainingPlotPresenterWithDialog/updatePlot (line 121)
In nnet.internal.cnn.ui/CLITrainingPlotter/updatePlot (line 60)
In nnet.internal.cnn.util/TrainingPlotReporter/reportIteration (line 57)
In nnet.internal.cnn.util/VectorReporter/computeAndReport (line 68)
In nnet.internal.cnn.util/VectorReporter/reportIteration (line 20)
In nnet.internal.cnn/Trainer/train (line 149)
In nnet.internal.cnn.trainNetwork.doTrainNetwork (line 108)
In trainNetwork (line 189)
In b0_am_1 (line 158) 
Warning: Graphics timeout occurred. To share details of this issue with MathWorks technical support, please include that this is an unresponsive graphics client
with your service request. 
> In nnet.internal.cnn.ui/TrainingPlotPresenterWithDialog/updateAxesEvery (line 222)
In nnet.internal.cnn.ui/TrainingPlotPresenterWithDialog/updatePlot (line 121)
In nnet.internal.cnn.ui/CLITrainingPlotter/updatePlot (line 60)
In nnet.internal.cnn.util/TrainingPlotReporter/reportIteration (line 57)
In nnet.internal.cnn.util/VectorReporter/computeAndReport (line 68)
In nnet.internal.cnn.util/VectorReporter/reportIteration (line 20)
In nnet.internal.cnn/Trainer/train (line 149)
In nnet.internal.cnn.trainNetwork.doTrainNetwork (line 108)
In trainNetwork (line 189)
In b0_am_1 (line 158) 
Warning: Graphics timeout occurred. To share details of this issue with MathWorks technical support, please include that this is an unresponsive graphics client
with your service request. 
> In nnet.internal.cnn.ui/TrainingPlotPresenterWithDialog/updateAxesEvery (line 222)
In nnet.internal.cnn.ui/TrainingPlotPresenterWithDialog/updatePlot (line 121)
In nnet.internal.cnn.ui/CLITrainingPlotter/updatePlot (line 60)
In nnet.internal.cnn.util/TrainingPlotReporter/reportIteration (line 57)
In nnet.internal.cnn.util/VectorReporter/computeAndReport (line 68)
In nnet.internal.cnn.util/VectorReporter/reportIteration (line 20)
In nnet.internal.cnn/Trainer/train (line 149)
In nnet.internal.cnn.trainNetwork.doTrainNetwork (line 108)
In trainNetwork (line 189)
In b0_am_1 (line 158) 
|      66 |       17430 |       13:40:28 |      100.00% |       84.02% |       0.0003 |       0.8779 |          0.0001 |
|      66 |       17460 |       13:41:33 |       96.88% |       83.22% |       0.0378 |       0.9462 |          0.0001 |
|      66 |       17490 |       13:43:19 |      100.00% |       83.62% |       0.0038 |       0.9132 |          0.0001 |
|      66 |       17520 |       13:45:13 |      100.00% |       81.76% |       0.0028 |       0.9205 |          0.0001 |
|      66 |       17550 |       13:47:11 |      100.00% |       83.56% |       0.0109 |       0.8576 |          0.0001 |
|      67 |       17580 |       13:49:09 |      100.00% |       83.49% |       0.0020 |       0.8753 |          0.0001 |
|      67 |       17610 |       13:51:00 |       96.88% |       82.96% |       0.1019 |       0.8782 |          0.0001 |
|      67 |       17640 |       13:52:51 |      100.00% |       83.22% |       0.0086 |       0.9005 |          0.0001 |
|      67 |       17670 |       13:54:44 |      100.00% |       84.15% |       0.0071 |       0.8866 |          0.0001 |
|      67 |       17700 |       13:56:42 |      100.00% |       83.09% |       0.0035 |       0.9115 |          0.0001 |
|      67 |       17730 |       13:58:21 |      100.00% |       84.22% |       0.0013 |       0.8624 |          0.0001 |
|      67 |       17760 |       14:00:15 |       96.88% |       84.49% |       0.0408 |       0.8996 |          0.0001 |
|      67 |       17790 |       14:02:10 |      100.00% |       82.89% |       0.0213 |       0.8768 |          0.0001 |
|      67 |       17820 |       14:04:04 |      100.00% |       83.75% |       0.0127 |       0.8760 |          0.0001 |
|      68 |       17850 |       14:05:55 |      100.00% |       83.42% |       0.0117 |       0.9368 |          0.0001 |
|      68 |       17880 |       14:07:25 |      100.00% |       82.62% |       0.0038 |       0.8828 |          0.0001 |
|      68 |       17910 |       14:08:47 |      100.00% |       82.76% |       0.0095 |       0.9003 |          0.0001 |
|      68 |       17940 |       14:10:09 |      100.00% |       83.22% |       0.0006 |       0.8612 |          0.0001 |
|      68 |       17970 |       14:11:30 |      100.00% |       82.82% |       0.0021 |       0.9274 |          0.0001 |
|      68 |       18000 |       14:12:50 |      100.00% |       83.16% |       0.0214 |       0.9214 |          0.0001 |
|      68 |       18030 |       14:14:12 |      100.00% |       83.69% |       0.0014 |       0.8956 |          0.0001 |
|      68 |       18060 |       14:15:33 |      100.00% |       82.62% |       0.0038 |       0.9758 |          0.0001 |
|      69 |       18090 |       14:16:55 |      100.00% |       83.16% |       0.0158 |       0.9190 |          0.0001 |
|      69 |       18120 |       14:18:15 |      100.00% |       82.89% |       0.0015 |       0.9182 |          0.0001 |
|      69 |       18150 |       14:19:38 |       96.88% |       83.02% |       0.0347 |       0.8827 |          0.0001 |
|      69 |       18180 |       14:20:59 |      100.00% |       82.56% |       0.0061 |       0.9061 |          0.0001 |
|      69 |       18210 |       14:22:20 |      100.00% |       83.56% |       0.0006 |       0.9145 |          0.0001 |
|      69 |       18240 |       14:23:43 |      100.00% |       83.02% |       0.0206 |       0.8962 |          0.0001 |
|      69 |       18270 |       14:25:04 |      100.00% |       83.82% |       0.0012 |       0.8800 |          0.0001 |
|      69 |       18300 |       14:26:27 |      100.00% |       82.82% |       0.0065 |       0.9315 |          0.0001 |
|      69 |       18330 |       14:27:49 |      100.00% |       83.36% |       0.0034 |       0.9016 |          0.0001 |
|      70 |       18360 |       14:29:10 |      100.00% |       82.89% |       0.0289 |       0.9002 |          0.0001 |
|      70 |       18390 |       14:30:31 |      100.00% |       83.95% |       0.0015 |       0.8686 |          0.0001 |
|      70 |       18420 |       14:31:53 |      100.00% |       83.75% |       0.0073 |       0.8920 |          0.0001 |
|      70 |       18450 |       14:33:13 |       96.88% |       82.62% |       0.0371 |       0.9208 |          0.0001 |
|      70 |       18480 |       14:34:34 |      100.00% |       83.02% |       0.0013 |       0.9420 |          0.0001 |
|      70 |       18510 |       14:35:56 |      100.00% |       83.02% |       0.0023 |       0.8834 |          0.0001 |
|      70 |       18540 |       14:37:15 |      100.00% |       82.82% |       0.0138 |       0.9284 |          0.0001 |
|      70 |       18570 |       14:38:38 |      100.00% |       83.29% |       0.0068 |       0.9177 |          0.0001 |
|      70 |       18600 |       14:40:01 |       93.75% |       83.36% |       0.0704 |       0.8955 |          0.0001 |
|      71 |       18630 |       14:41:21 |      100.00% |       82.49% |       0.0291 |       0.9284 |          0.0001 |
|      71 |       18660 |       14:42:44 |      100.00% |       83.36% |       0.0026 |       0.9022 |          0.0001 |
|      71 |       18690 |       14:44:06 |      100.00% |       83.62% |       0.0259 |       0.8643 |          0.0001 |
|      71 |       18720 |       14:45:27 |      100.00% |       84.42% |       0.0039 |       0.8795 |          0.0001 |
|      71 |       18750 |       14:46:51 |       96.88% |       83.36% |       0.0742 |       0.9334 |          0.0001 |
|      71 |       18780 |       14:48:22 |      100.00% |       84.02% |       0.0027 |       0.8731 |          0.0001 |
|      71 |       18810 |       14:49:49 |      100.00% |       84.09% |       0.0034 |       0.8824 |          0.0001 |
|      71 |       18840 |       14:51:15 |      100.00% |       84.02% |       0.0057 |       0.8823 |          0.0001 |
|      71 |       18870 |       14:52:46 |      100.00% |       83.56% |       0.0077 |       0.9127 |          0.0001 |
|      72 |       18900 |       14:54:09 |      100.00% |       83.82% |       0.0028 |       0.9069 |          0.0001 |
|      72 |       18930 |       14:55:35 |       96.88% |       83.62% |       0.0637 |       0.9097 |          0.0001 |
|      72 |       18960 |       14:56:56 |      100.00% |       83.16% |       0.0075 |       0.8774 |          0.0001 |
|      72 |       18990 |       14:58:16 |      100.00% |       83.16% |       0.0096 |       0.8995 |          0.0001 |
|      72 |       19020 |       14:59:36 |      100.00% |       83.29% |       0.0077 |       0.9150 |          0.0001 |
|      72 |       19050 |       15:00:57 |      100.00% |       82.82% |       0.0033 |       0.8941 |          0.0001 |
|      72 |       19080 |       15:02:18 |      100.00% |       83.02% |       0.0008 |       0.8704 |          0.0001 |
|      72 |       19110 |       15:03:40 |      100.00% |       83.62% |       0.0071 |       0.8907 |          0.0001 |
|      72 |       19140 |       15:05:01 |       96.88% |       83.29% |       0.0391 |       0.8926 |          0.0001 |
|      73 |       19170 |       15:06:34 |      100.00% |       83.62% |       0.0022 |       0.8913 |          0.0001 |
|      73 |       19200 |       15:08:18 |      100.00% |       82.96% |       0.0091 |       0.9000 |          0.0001 |
|      73 |       19230 |       15:10:21 |      100.00% |       83.02% |       0.0194 |       0.8804 |          0.0001 |
|      73 |       19260 |       15:12:20 |      100.00% |       82.49% |       0.0061 |       0.9557 |          0.0001 |
|      73 |       19290 |       15:14:04 |       93.75% |       83.49% |       0.1329 |       0.8875 |          0.0001 |
|      73 |       19320 |       15:15:50 |       96.88% |       83.56% |       0.0587 |       0.8652 |          0.0001 |
|      73 |       19350 |       15:17:59 |       96.88% |       84.29% |       0.0420 |       0.8617 |          0.0001 |
|      73 |       19380 |       15:20:08 |      100.00% |       83.29% |       0.0078 |       0.8789 |          0.0001 |
|      73 |       19410 |       15:22:15 |       96.88% |       83.16% |       0.0361 |       0.8903 |          0.0001 |
|      74 |       19440 |       15:24:25 |      100.00% |       82.69% |       0.0144 |       0.8816 |          0.0001 |
|      74 |       19470 |       15:26:32 |      100.00% |       83.42% |       0.0193 |       0.8904 |          0.0001 |
|      74 |       19500 |       15:28:17 |      100.00% |       83.49% |       0.0083 |       0.8877 |          0.0001 |
|      74 |       19530 |       15:30:02 |      100.00% |       83.36% |       0.0014 |       0.8930 |          0.0001 |
|      74 |       19560 |       15:32:01 |      100.00% |       82.96% |       0.0168 |       0.8986 |          0.0001 |
|      74 |       19590 |       15:34:12 |      100.00% |       83.95% |       0.0111 |       0.8322 |          0.0001 |
|      74 |       19620 |       15:36:20 |      100.00% |       82.96% |       0.0022 |       0.8998 |          0.0001 |
|      74 |       19650 |       15:38:33 |      100.00% |       83.16% |       0.0135 |       0.8742 |          0.0001 |
|      74 |       19680 |       15:40:03 |      100.00% |       84.29% |       0.0089 |       0.8739 |          0.0001 |
|      75 |       19710 |       15:41:22 |      100.00% |       83.69% |       0.0025 |       0.8715 |          0.0001 |
|      75 |       19740 |       15:42:42 |       96.88% |       83.29% |       0.0398 |       0.8642 |          0.0001 |
|      75 |       19770 |       15:44:01 |      100.00% |       82.96% |       0.0029 |       0.9473 |          0.0001 |
|      75 |       19800 |       15:45:26 |      100.00% |       83.82% |       0.0089 |       0.9074 |          0.0001 |
|      75 |       19830 |       15:46:46 |      100.00% |       82.89% |       0.0009 |       0.9258 |          0.0001 |
|      75 |       19860 |       15:48:06 |      100.00% |       83.89% |       0.0085 |       0.8955 |          0.0001 |
|      75 |       19890 |       15:49:28 |      100.00% |       83.36% |       0.0013 |       0.9036 |          0.0001 |
|      75 |       19920 |       15:50:50 |      100.00% |       83.09% |       0.0132 |       0.8921 |          0.0001 |
|      75 |       19950 |       15:52:11 |      100.00% |       83.49% |       0.0129 |       0.9108 |          0.0001 |
|======================================================================================================================|
Training finished: Max epochs completed.

✓ Completed in 957.14 minutes

========================================
FINAL ACCURACY: 88.68%
========================================

Class                  Recall    Prec.       F1
-------------------------------------------------------
akiec                  59.18%   87.88%   70.73%
bcc                    81.82%   86.30%   84.00%
bkl                    78.18%   70.88%   74.35%
df                     94.12%   94.12%   94.12%
mel                    73.05%   71.76%   72.40%
nv                     94.93%   94.84%   94.88%
vasc                   85.71%   90.00%   87.80%

✓ Training complete - reached all 75 epochs!
>> 
